field_1,id,w,link_id
"96","4871251735","4.0","4871251735"
"97","7214631178","3.0","7214631178"
"98","2572147278","4.5","2572147278"
"99","9776946612","3.0","9776946612"
"100","7214631145","4.5","7214631145"
"101","7214524653","3.5","7214524653"
"102","288416512","2.6","288416512"
"103","9215307620","0.4","9215307620"
"104","9215307622","2.6","9215307622"
"105","9215307671","2.6","9215307671"
"106","7214630839","4.5","7214630839"
"107","9215307633","0.4","9215307633"
"108","9215307610","2.1","9215307610"
"109","9215307623","0.4","9215307623"
"110","288416515","2.6","288416515"
"111","9183259854","5.199999999999999","9183259854"
"112","5248768829","7.5","5248768829"
"113","9091523187","5.1","9091523187"
"114","9183259865","2.6","9183259865"
"115","7214630859","2.6","7214630859"
"116","288416543","3.6","288416543"
"117","5454111646","2.1","5454111646"
"118","9091523261","0.4","9091523261"
"119","9091523257","2.6","9091523257"
"120","7214631084","0.30000000000000004","7214631084"
"121","5454111660","0.30000000000000004","5454111660"
"122","9146434836","2.2","9146434836"
"123","9091523180","0.30000000000000004","9091523180"
"124","9091523210","0.1","9091523210"
"125","9091523269","0.1","9091523269"
"126","6555207890","9.0","6555207890"
"127","438314919","5.25","438314919"
"128","6038832475","4.5","6038832475"
"129","6555207904","9.0","6555207904"
"130","6555236486","4.5","6555236486"
"131","6067433156","8.0","6067433156"
"132","438315375","7.6","438315375"
"133","4550914614","7.7","4550914614"
"134","438315435","7.6","438315435"
"135","5402477791","1.5","5402477791"
"136","5402477807","7.699999999999999","5402477807"
"137","4550914487","7.6","4550914487"
"138","5402478148","0.30000000000000004","5402478148"
"139","5402477808","8.35","5402477808"
"140","9392021318","0.30000000000000004","9392021318"
"141","3229271283","8.5","3229271283"
"142","5402477799","2.1","5402477799"
"143","5402477800","0.7","5402477800"
"144","4550914099","8.0","4550914099"
"145","438315517","8.5","438315517"
"146","4871025434","7.6","4871025434"
"147","2923198525","1.5","2923198525"
"148","438315536","8.5","438315536"
"149","438315527","7.6","438315527"
"150","4550914557","7.7","4550914557"
"151","2923198559","7.6","2923198559"
"152","4868864627","0.30000000000000004","4868864627"
"153","2923198531","1.5","2923198531"
"154","2923198530","2.0","2923198530"
"155","4550914468","8.1","4550914468"
"156","9277367989","0.30000000000000004","9277367989"
"157","5402477888","7.7","5402477888"
"158","5402477891","0.30000000000000004","5402477891"
"159","9277367970","0.7","9277367970"
"160","2923198533","8.1","2923198533"
"161","2923198534","2.0","2923198534"
"162","4550914555","8.1","4550914555"
"163","438315597","8.5","438315597"
"164","6056158399","8.5","6056158399"
"165","9694001874","1.5","9694001874"
"166","5133405746","8.0","5133405746"
"167","6056158467","0.30000000000000004","6056158467"
"168","1992576035","9.5","1992576035"
"169","5133405731","8.5","5133405731"
"170","5133405732","1.1","5133405732"
"171","4550914460","8.5","4550914460"
"172","5133405742","1.5","5133405742"
"173","9694001875","1.5","9694001875"
"174","8258914090","9.0","8258914090"
"175","438315714","10.5","438315714"
"176","6038832465","3.0","6038832465"
"177","6038832425","4.5","6038832425"
"178","6038826760","8.75","6038826760"
"179","4220425978","9.0","4220425978"
"180","6038832448","4.5","6038832448"
"181","6038832493","4.5","6038832493"
"182","6038960819","3.0","6038960819"
"183","9921713725","3.0","9921713725"
"184","439751770","3.0","439751770"
"185","9921713729","5.5","9921713729"
"186","4963999598","1.75","4963999598"
"187","9921713726","5.5","9921713726"
"188","2329094595","3.0","2329094595"
"189","2956775865","6.0","2956775865"
"190","3516887954","5.5","3516887954"
"191","9921713727","3.0","9921713727"
"192","439751999","3.0","439751999"
"193","6140535460","5.5","6140535460"
"194","439752000","3.0","439752000"
"195","9921713728","5.5","9921713728"
"196","4963999570","3.25","4963999570"
"197","7747139143","5.2","7747139143"
"198","7747139113","5.2","7747139113"
"199","2329094579","2.0","2329094579"
"200","2329094584","3.0","2329094584"
"201","7804260671","1.25","7804260671"
"202","441087931","3.0","441087931"
"203","2329094574","2.0","2329094574"
"204","5561505777","5.0","5561505777"
"205","441176900","6.0","441176900"
"206","8150291061","2.0","8150291061"
"207","8150291057","5.5","8150291057"
"208","3541376490","3.0","3541376490"
"209","4089092494","4.0","4089092494"
"210","4220425775","7.5","4220425775"
"211","5893614689","1.5","5893614689"
"212","4220425774","7.5","4220425774"
"213","5482982912","2.5","5482982912"
"214","441176937","3.0","441176937"
"215","3541376413","2.0","3541376413"
"216","6252988208","2.5","6252988208"
"217","7814455099","8.5","7814455099"
"218","4053147592","8.5","4053147592"
"219","6312753698","3.0","6312753698"
"220","3541376451","2.5","3541376451"
"221","8474610018","1.5","8474610018"
"222","3541376426","2.0","3541376426"
"223","8474352771","1.5","8474352771"
"224","3541376421","2.5","3541376421"
"225","7814455103","7.5","7814455103"
"226","441176946","5.0","441176946"
"227","8226414213","10.0","8226414213"
"228","7814455109","10.0","7814455109"
"229","8226414215","10.0","8226414215"
"230","4934036027","2.5","4934036027"
"231","441177054","6.0","441177054"
"232","441177459","7.0","441177459"
"233","8021419374","6.0","8021419374"
"234","441177467","3.0","441177467"
"235","4934036023","1.2000000000000002","4934036023"
"236","3541376541","7.0","3541376541"
"237","5482982883","7.5","5482982883"
"238","4934035814","2.5","4934035814"
"239","8021419373","7.0","8021419373"
"240","4572410069","2.5","4572410069"
"241","8474352757","7.5","8474352757"
"242","4572410263","5.0","4572410263"
"243","8474610050","10.0","8474610050"
"244","4934035813","0.5","4934035813"
"245","4934035817","2.5","4934035817"
"246","441177465","2.1","441177465"
"247","5482982897","0.1","5482982897"
"248","441177469","2.0","441177469"
"249","4934035815","0.5","4934035815"
"250","4934036034","2.1","4934036034"
"251","8474352739","3.0","8474352739"
"252","8474352732","2.5","8474352732"
"253","441177478","2.1","441177478"
"254","4934036100","10.5","4934036100"
"255","5482982389","7.6","5482982389"
"256","4359391208","4.0","4359391208"
"257","9176043183","2.0","9176043183"
"258","5482982824","3.75","5482982824"
"259","5052579390","5.75","5052579390"
"260","8474352744","9.5","8474352744"
"261","9176043206","8.0","9176043206"
"262","2956775838","3.5","2956775838"
"263","441187715","5.5","441187715"
"264","7622274312","3.0","7622274312"
"265","2956775846","4.75","2956775846"
"266","1339762127","3.0","1339762127"
"267","6140535700","6.0","6140535700"
"268","7214720607","8.0","7214720607"
"269","529927871","7.5","529927871"
"270","529928024","5.6","529928024"
"271","10223670979","6.0","10223670979"
"272","10223670980","5.5","10223670980"
"273","9502579029","0.7","9502579029"
"274","5249979183","5.5","5249979183"
"275","529928012","2.1","529928012"
"276","5249979168","1.5","5249979168"
"277","529927889","7.0","529927889"
"278","7214715253","7.0","7214715253"
"279","529927872","7.0","529927872"
"280","5249979163","3.0","5249979163"
"281","1469678333","12.5","1469678333"
"282","1918648008","4.0","1918648008"
"283","7214720611","12.5","7214720611"
"284","5198399118","2.0","5198399118"
"285","7938942675","8.0","7938942675"
"286","5198399109","2.5","5198399109"
"287","5249979164","1.5","5249979164"
"288","7938942674","0.7","7938942674"
"289","529927875","5.1","529927875"
"290","1470694917","12.5","1470694917"
"291","5249979048","3.5","5249979048"
"292","7938942673","8.0","7938942673"
"293","1918652386","2.2","1918652386"
"294","7214720594","12.5","7214720594"
"295","5198399110","2.5","5198399110"
"296","7892972506","7.5","7892972506"
"297","5198399117","2.5","5198399117"
"298","5249979165","1.5","5249979165"
"299","7892972503","7.0","7892972503"
"300","8348439698","5.1","8348439698"
"301","8348439693","2.1","8348439693"
"302","529928010","2.5","529928010"
"303","529927926","1.1","529927926"
"304","529928005","2.0","529928005"
"305","8857299465","0.5","8857299465"
"306","5249979182","1.2","5249979182"
"307","5249979167","0.5","5249979167"
"308","9505189005","5.199999999999999","9505189005"
"309","529931530","5.1","529931530"
"310","5402478031","5.199999999999999","5402478031"
"311","9505189153","0.4","9505189153"
"312","2288328046","5.199999999999999","2288328046"
"313","9505189012","0.30000000000000004","9505189012"
"314","9505189152","0.4","9505189152"
"315","9054880990","5.1","9054880990"
"316","5402478029","0.30000000000000004","5402478029"
"317","5402478033","0.4","5402478033"
"318","9505189003","0.4","9505189003"
"319","9505189154","0.1","9505189154"
"320","2923196154","6.0","2923196154"
"321","529931553","6.0","529931553"
"322","5402477967","5.199999999999999","5402477967"
"323","3541376447","4.0","3541376447"
"324","5573465721","6.0","5573465721"
"325","5573465724","2.5","5573465724"
"326","9285884623","0.30000000000000004","9285884623"
"327","5402477954","0.30000000000000004","5402477954"
"328","9280038600","2.1","9280038600"
"329","5402477941","3.0","5402477941"
"330","2288328074","2.5","2288328074"
"331","5454311776","6.0","5454311776"
"332","529932267","6.0","529932267"
"333","8023552425","6.0","8023552425"
"334","8023552418","2.5","8023552418"
"335","5454311778","3.0","5454311778"
"336","529940746","7.0","529940746"
"337","8023552426","0.5","8023552426"
"338","6555216677","3.0","6555216677"
"339","529939756","3.0","529939756"
"340","9285884580","1.5","9285884580"
"341","8348893064","3.0","8348893064"
"342","5454311414","3.0","5454311414"
"343","8150290953","1.5","8150290953"
"344","8348893068","2.0","8348893068"
"345","9285884600","1.5","9285884600"
"346","529939776","4.5","529939776"
"347","529939769","4.5","529939769"
"348","9373143074","2.1","9373143074"
"349","9085272188","2.6","9085272188"
"350","9373143083","2.6","9373143083"
"351","6074425833","2.6","6074425833"
"352","5402478130","2.1","5402478130"
"353","9373143190","2.7","9373143190"
"354","5402478135","2.1","5402478135"
"355","9277367993","2.6","9277367993"
"356","529939772","4.5","529939772"
"357","5454111217","2.1","5454111217"
"358","529939773","4.5","529939773"
"359","5454111435","3.5","5454111435"
"360","5454111436","2.5","5454111436"
"361","5454111460","3.5","5454111460"
"362","3541376488","3.5","3541376488"
"363","5454111433","2.5","5454111433"
"364","5454111482","2.5","5454111482"
"365","5454111487","2.0","5454111487"
"366","9373143182","0.2","9373143182"
"367","9285884614","3.0","9285884614"
"368","6074425796","0.30000000000000004","6074425796"
"369","9014605323","2.1","9014605323"
"370","9214245842","2.6","9214245842"
"371","529939777","2.75","529939777"
"372","5573465738","4.5","5573465738"
"373","8246387542","2.25","8246387542"
"374","5454291639","3.5","5454291639"
"375","5454311410","0.30000000000000004","5454311410"
"376","5454311746","6.0","5454311746"
"377","529940735","7.5","529940735"
"378","8150290917","6.0","8150290917"
"379","5454311749","5.1","5454311749"
"380","5573465736","4.0","5573465736"
"381","529941162","5.1","529941162"
"382","5454311775","2.5","5454311775"
"383","3541376590","3.0","3541376590"
"384","5402477945","3.0","5402477945"
"385","5454311777","3.0","5454311777"
"386","9694659174","0.5","9694659174"
"387","9694659176","0.5","9694659176"
"388","8150290941","1.5","8150290941"
"389","5454311741","0.7","5454311741"
"390","5454311731","5.5","5454311731"
"391","5454311413","0.7","5454311413"
"392","5454311745","1.1","5454311745"
"393","8150290947","5.5","8150290947"
"394","5454311727","2.0","5454311727"
"395","5573283830","6.0","5573283830"
"396","529941320","7.0","529941320"
"397","7093092851","5.5","7093092851"
"398","2572152643","2.6","2572152643"
"399","7093092854","5.0","7093092854"
"400","8627735838","5.5","8627735838"
"401","6076946158","10.0","6076946158"
"402","5573283833","7.5","5573283833"
"403","2879775196","2.5","2879775196"
"404","4989147188","2.1","4989147188"
"405","4634777148","0.7","4634777148"
"406","7093092837","7.5","7093092837"
"407","529941389","6.0","529941389"
"408","4220425694","7.0","4220425694"
"409","7993884221","5.5","7993884221"
"410","5573283782","10.0","5573283782"
"411","7093092830","7.5","7093092830"
"412","9697894973","2.5","9697894973"
"413","7993884220","5.5","7993884220"
"414","7090374304","10.0","7090374304"
"415","2691001206","3.0","2691001206"
"416","529941754","5.5","529941754"
"417","4952959788","7.0","4952959788"
"418","8929685540","5.5","8929685540"
"419","5805662167","3.0","5805662167"
"420","3659423998","3.0","3659423998"
"421","4952960936","4.0","4952960936"
"422","7093110802","7.0","7093110802"
"423","5573283799","10.0","5573283799"
"424","8021419393","6.0","8021419393"
"425","529942124","10.0","529942124"
"426","8021419324","12.0","8021419324"
"427","4398995376","5.5","4398995376"
"428","8021419325","10.0","8021419325"
"429","529942317","7.0","529942317"
"430","8021419395","7.0","8021419395"
"431","8021419392","7.0","8021419392"
"432","8021419323","6.0","8021419323"
"433","8021419319","7.0","8021419319"
"434","4398995343","3.0","4398995343"
"435","9190609023","5.5","9190609023"
"436","9188702867","2.5","9188702867"
"437","8021419313","7.0","8021419313"
"438","529942361","3.0","529942361"
"439","9190609025","1.5","9190609025"
"440","9280083690","1.5","9280083690"
"441","4398995337","7.0","4398995337"
"442","9280083689","2.5","9280083689"
"443","9190609027","2.5","9190609027"
"444","9280083699","1.5","9280083699"
"445","9280083697","2.5","9280083697"
"446","1574436183","7.0","1574436183"
"447","529942364","3.0","529942364"
"448","4398995933","0.5","4398995933"
"449","8021419334","6.0","8021419334"
"450","529942365","2.5","529942365"
"451","6074591282","5.5","6074591282"
"452","8021419335","7.5","8021419335"
"453","9188702866","1.5","9188702866"
"454","4398995947","6.0","4398995947"
"455","9190608929","2.1","9190608929"
"456","9188702884","1.5","9188702884"
"457","2202763020","3.0","2202763020"
"458","9190601209","0.30000000000000004","9190601209"
"459","9188702888","1.5","9188702888"
"460","9190608939","0.5","9190608939"
"461","5133405737","2.5","5133405737"
"462","529943512","3.5","529943512"
"463","9694001937","2.0","9694001937"
"464","5133405741","1.5","5133405741"
"465","9660071870","1.0","9660071870"
"466","9245536221","2.1","9245536221"
"467","9218295786","1.1","9218295786"
"468","4550914623","2.5","4550914623"
"469","4550914573","1.5","4550914573"
"470","4550914270","3.0","4550914270"
"471","9218295806","2.1","9218295806"
"472","529943517","1.0","529943517"
"473","9218295783","2.2","9218295783"
"474","9218295799","0.30000000000000004","9218295799"
"475","2690137843","4.5","2690137843"
"476","628636367","3.5","628636367"
"477","6669258500","3.5","6669258500"
"478","628636411","4.5","628636411"
"479","5573421263","4.0","5573421263"
"480","9069147595","3.5","9069147595"
"481","6669258501","3.5","6669258501"
"482","628636370","7.5","628636370"
"483","5454289494","1.1","5454289494"
"484","4367594379","5.5","4367594379"
"485","5573421276","7.5","5573421276"
"486","4051774692","7.5","4051774692"
"487","5573421271","6.0","5573421271"
"488","3597631797","7.5","3597631797"
"489","4367594381","3.0","4367594381"
"490","5573421287","7.5","5573421287"
"491","5454289467","4.0","5454289467"
"492","628636385","4.5","628636385"
"493","5454289460","3.0","5454289460"
"494","9069150924","7.5","9069150924"
"495","6367539161","3.0","6367539161"
"496","5454289470","3.0","5454289470"
"497","5573421261","3.0","5573421261"
"498","2690137863","7.5","2690137863"
"499","5015933093","1.5","5015933093"
"500","9069150926","6.0","9069150926"
"501","4367597296","4.0","4367597296"
"502","628636388","7.5","628636388"
"503","9069150927","5.5","9069150927"
"504","4954741900","3.5","4954741900"
"505","7823205679","7.5","7823205679"
"506","9069150928","5.5","9069150928"
"507","4758254659","3.0","4758254659"
"508","628636403","3.0","628636403"
"509","7823205678","7.0","7823205678"
"510","2690137857","10.0","2690137857"
"511","8193699216","3.5","8193699216"
"512","4897640422","2.0","4897640422"
"513","1108422837","10.0","1108422837"
"514","8193711329","3.0","8193711329"
"515","4897640421","2.0","4897640421"
"516","9069147607","4.5","9069147607"
"517","5454289503","3.0","5454289503"
"518","2690137850","3.5","2690137850"
"519","5573283891","10.0","5573283891"
"520","628641729","7.5","628641729"
"521","5053143825","6.25","5053143825"
"522","2690137399","7.5","2690137399"
"523","3582243027","4.5","3582243027"
"524","2981319501","4.5","2981319501"
"525","5573283910","7.5","5573283910"
"526","5573283811","7.0","5573283811"
"527","5053143826","6.25","5053143826"
"528","5745232691","7.5","5745232691"
"529","628641746","7.5","628641746"
"530","5745232706","3.5","5745232706"
"531","5745232694","7.5","5745232694"
"532","5745232690","10.0","5745232690"
"533","5745232695","10.0","5745232695"
"534","9287705977","7.5","9287705977"
"535","5016207998","3.5","5016207998"
"536","5745232705","6.5","5745232705"
"537","628641748","7.5","628641748"
"538","2923196175","10.0","2923196175"
"539","5745232717","7.5","5745232717"
"540","5573283919","10.0","5573283919"
"541","4572409840","10.0","4572409840"
"542","5573283896","12.5","5573283896"
"543","4064248113","10.0","4064248113"
"544","5745232718","8.0","5745232718"
"545","5745232714","6.0","5745232714"
"546","7686864055","5.5","7686864055"
"547","7624048735","3.5","7624048735"
"548","628641769","3.0","628641769"
"549","7624048737","3.0","7624048737"
"550","2572147144","3.5","2572147144"
"551","2690137771","5.0","2690137771"
"552","10110429070","1.1","10110429070"
"553","5248769244","3.5","5248769244"
"554","10145291875","1.1","10145291875"
"555","7624048736","3.0","7624048736"
"556","2572147135","3.0","2572147135"
"557","9190609011","2.6","9190609011"
"558","671595750","5.0","671595750"
"559","4572407378","3.0","4572407378"
"560","9754017383","6.0","9754017383"
"561","671595865","2.6","671595865"
"562","9190609010","0.30000000000000004","9190609010"
"563","6555208025","3.0","6555208025"
"564","9190609009","0.30000000000000004","9190609009"
"565","671596023","6.0","671596023"
"566","6139931997","3.0","6139931997"
"567","9190609005","0.30000000000000004","9190609005"
"568","8021419296","6.0","8021419296"
"569","9190608982","5.1","9190608982"
"570","6139931987","6.0","6139931987"
"571","8021419295","6.0","8021419295"
"572","9190608960","1.5","9190608960"
"573","8021419300","5.5","8021419300"
"574","4398995351","6.0","4398995351"
"575","9392434489","0.30000000000000004","9392434489"
"576","5166935416","3.0","5166935416"
"577","671596034","2.1","671596034"
"578","8021409875","0.1","8021409875"
"579","5166935415","4.0","5166935415"
"580","2202762987","2.2","2202762987"
"581","8321305246","3.0","8321305246"
"582","672324779","8.35","672324779"
"583","8321305252","8.25","8321305252"
"584","8321305236","7.7","8321305236"
"585","8321305253","8.25","8321305253"
"586","8321305241","3.0","8321305241"
"587","4107538025","9.5","4107538025"
"588","5453853379","0.30000000000000004","5453853379"
"589","8321305237","7.6","8321305237"
"590","8785892941","9.5","8785892941"
"591","7214630852","9.0","7214630852"
"592","672324793","8.25","672324793"
"593","5453817422","9.0","5453817422"
"594","4871251752","3.0","4871251752"
"595","7214631157","9.25","7214631157"
"596","7214630869","8.25","7214630869"
"597","2572147321","10.0","2572147321"
"598","672324808","10.0","672324808"
"599","9776949826","9.5","9776949826"
"600","7214630838","10.0","7214630838"
"601","5453817318","3.0","5453817318"
"602","2572147299","4.0","2572147299"
"603","7214630897","11.0","7214630897"
"604","9776949827","9.5","9776949827"
"605","5453817309","7.6","5453817309"
"606","8928812253","3.0","8928812253"
"607","7214630951","7.7","7214630951"
"608","672325211","7.6","672325211"
"609","2572147362","8.5","2572147362"
"610","5453817651","7.6","5453817651"
"611","7769513804","1.2","7769513804"
"612","7214630868","7.7","7214630868"
"613","9102733088","8.5","9102733088"
"614","7214630981","9.5","7214630981"
"615","5453817643","8.6","5453817643"
"616","8712203946","7.699999999999999","8712203946"
"617","672325229","7.6","672325229"
"618","5454148905","0.1","5454148905"
"619","5454111597","9.5","5454111597"
"620","8712203947","7.699999999999999","8712203947"
"621","4572409862","9.5","4572409862"
"622","8712203943","0.1","8712203943"
"623","5454149511","7.7","5454149511"
"624","672325242","7.6","672325242"
"625","9257069027","7.6","9257069027"
"626","5454149515","7.6","5454149515"
"627","5454149510","0.30000000000000004","5454149510"
"628","9183259996","7.6","9183259996"
"629","9183259926","8.5","9183259926"
"630","5454149441","7.699999999999999","5454149441"
"631","9257069022","0.30000000000000004","9257069022"
"632","4550856204","12.5","4550856204"
"633","672325259","12.5","672325259"
"634","7214595433","5.5","7214595433"
"635","672325261","8.0","672325261"
"636","9205274648","10.0","9205274648"
"637","8906018666","8.0","8906018666"
"638","8906018648","5.5","8906018648"
"639","2408596284","5.5","2408596284"
"640","7214595364","8.5","7214595364"
"641","8264470745","2.5","8264470745"
"642","672325285","2.5","672325285"
"643","9513361466","3.0","9513361466"
"644","8264498140","0.5","8264498140"
"645","9513361497","4.0","9513361497"
"646","8264470740","1.1","8264470740"
"647","3597711486","4.0","3597711486"
"648","9513361463","4.0","9513361463"
"649","702752589","9.5","702752589"
"650","702752587","9.5","702752587"
"651","2575917798","2.5","2575917798"
"652","1471829582","5.75","1471829582"
"653","9967427542","3.75","9967427542"
"654","1471829585","9.5","1471829585"
"655","9967427536","8.0","9967427536"
"656","5198399821","2.5","5198399821"
"657","9131847221","0.5","9131847221"
"658","5267055384","2.1","5267055384"
"659","9100747361","2.0","9100747361"
"660","8261599922","9.5","8261599922"
"661","8261580613","8.5","8261580613"
"662","9967427526","1.5","9967427526"
"663","5198705747","9.5","5198705747"
"664","702752827","7.6","702752827"
"665","9407692635","0.1","9407692635"
"666","8357501052","7.699999999999999","8357501052"
"667","5198705746","9.5","5198705746"
"668","9091484362","2.1","9091484362"
"669","9123618046","7.6","9123618046"
"670","5198702955","2.2","5198702955"
"671","702752857","7.6","702752857"
"672","5198702960","8.5","5198702960"
"673","8147869325","15.0","8147869325"
"674","5198702953","2.5","5198702953"
"675","5198702954","1.1","5198702954"
"676","5198702964","3.0","5198702964"
"677","4572425521","7.7","4572425521"
"678","3541363381","4.75","3541363381"
"679","1072698604","4.75","1072698604"
"680","4447921440","12.5","4447921440"
"681","7804260644","3.0","7804260644"
"682","7804260639","1.5","7804260639"
"683","3541376430","12.5","3541376430"
"684","4220527733","12.5","4220527733"
"685","6140535698","5.5","6140535698"
"686","7764512068","10.0","7764512068"
"687","5453985250","3.5","5453985250"
"688","1108422605","3.0","1108422605"
"689","1574293246","1.5","1574293246"
"690","4054921262","2.6","4054921262"
"691","9014336482","3.5","9014336482"
"692","5453985253","2.1","5453985253"
"693","1901524183","12.5","1901524183"
"694","1108422683","12.5","1108422683"
"695","1108422733","8.5","1108422733"
"696","5573421445","12.5","5573421445"
"697","6784806591","7.0","6784806591"
"698","8193711325","7.0","8193711325"
"699","6187808528","12.5","6187808528"
"700","1108423190","8.5","1108423190"
"701","8193711330","2.5","8193711330"
"702","2572147242","8.5","2572147242"
"703","8193711326","3.0","8193711326"
"704","4912496977","8.0","4912496977"
"705","6784806592","3.0","6784806592"
"706","2572147249","10.0","2572147249"
"707","2572147244","8.5","2572147244"
"708","3597631794","10.0","3597631794"
"709","1895404300","6.0","1895404300"
"710","6784800961","7.5","6784800961"
"711","4367594377","5.5","4367594377"
"712","1108423149","7.0","1108423149"
"713","5923253622","8.5","5923253622"
"714","1108423134","4.125","1108423134"
"715","1108422819","9.0","1108422819"
"716","1452359036","9.0","1452359036"
"717","1452223729","9.0","1452223729"
"718","6784800984","3.875","6784800984"
"719","1895404299","9.0","1895404299"
"720","8404916801","9.0","8404916801"
"721","1452315726","4.125","1452315726"
"722","1452354604","1.5","1452354604"
"723","1452252808","6.0","1452252808"
"724","8193711319","2.5","8193711319"
"725","1108422885","3.0","1108422885"
"726","6784800978","3.5","6784800978"
"727","2690137855","10.0","2690137855"
"728","8193711356","3.0","8193711356"
"729","8193711318","4.0","8193711318"
"730","6784800958","6.0","6784800958"
"731","8193711317","4.0","8193711317"
"732","4550854624","8.5","4550854624"
"733","4550854623","8.5","4550854623"
"734","1108422932","5.5","1108422932"
"735","2662847742","6.0","2662847742"
"736","2662847737","8.5","2662847737"
"737","4758254667","8.0","4758254667"
"738","1452378023","13.75","1452378023"
"739","1108423012","13.75","1108423012"
"740","6784806589","7.0","6784806589"
"741","1452354600","9.5","1452354600"
"742","1452381148","15.0","1452381148"
"743","1452378024","15.0","1452378024"
"744","6784806588","7.0","6784806588"
"745","2408595811","9.0","2408595811"
"746","1108423077","8.25","1108423077"
"747","2572164255","8.5","2572164255"
"748","1901523908","8.25","1901523908"
"749","6161017803","2.25","6161017803"
"750","2408596262","10.0","2408596262"
"751","8025717557","8.25","8025717557"
"752","7680172679","2.25","7680172679"
"753","8025717538","8.0","8025717538"
"754","1452319355","9.75","1452319355"
"755","6784800982","3.5","6784800982"
"756","4367594378","2.5","4367594378"
"757","5923253621","10.0","5923253621"
"758","4367594383","1.5","4367594383"
"759","4367594380","2.5","4367594380"
"760","1452354620","2.0","1452354620"
"761","8193711327","3.0","8193711327"
"762","4548258436","8.5","4548258436"
"763","1159223045","8.5","1159223045"
"764","3562055475","2.0","3562055475"
"765","3516887960","8.5","3516887960"
"766","3541427566","8.5","3541427566"
"767","2956775835","1.5","2956775835"
"768","9921684972","9.5","9921684972"
"769","4548259343","4.25","4548259343"
"770","3562055468","1.5","3562055468"
"771","3562055478","1.5","3562055478"
"772","3562045367","1.5","3562045367"
"773","3562047417","4.25","3562047417"
"774","5508368257","8.25","5508368257"
"775","1159223968","8.0","1159223968"
